What is your age? ,What is your gender? ,What is your highest level of education? ,How much do you earn annually (approximate)? ,"How many devices do you use daily?(e.g., smartphone, laptop, tablet, smartwatch, etc.) ","How would you rate your tech-savviness?(1 being not tech-savvy at all, 5 being highly tech-savvy) ",Where are you from ? ,Which social media platforms do you use regularly?  (Select all that apply)  [LinkedIn],Which social media platforms do you use regularly?  (Select all that apply)  [Twitter (X)],Which social media platforms do you use regularly?  (Select all that apply)  [Facebook],Which social media platforms do you use regularly?  (Select all that apply)  [Instagram],Which social media platforms do you use regularly?  (Select all that apply)  [WhatsApp],Which social media platforms do you use regularly?  (Select all that apply)  [TikTok],Which social media platforms do you use regularly?  (Select all that apply)  [youtube],How much time do you spend on social media per day? ,What are your primary reasons for using social media?(Rank the top 3 reasons)  [Professional networking],What are your primary reasons for using social media?(Rank the top 3 reasons)  [Staying updated on news and trends],What are your primary reasons for using social media?(Rank the top 3 reasons)  [Connecting with family and friends],What are your primary reasons for using social media?(Rank the top 3 reasons)  [Sharing personal or professional achievements],What are your primary reasons for using social media?(Rank the top 3 reasons)  [Entertainment],What are your primary reasons for using social media?(Rank the top 3 reasons)  [Following influencers/brands],How frequently do you post on the following platforms?  [facebook],How frequently do you post on the following platforms?  [youtube],How frequently do you post on the following platforms?  [Instagram],How frequently do you post on the following platforms?  [whatsApp],"How often do you engage with content (like, comment, share) on social media? ",How important is it for you to use social media platforms that are from your local culture?(platforms that are based on your country) ,Do you follow or engage with content from your local culture on social media? , Which modes of communication do you prefer for professional interaction? (Select all that apply)   [Phone calls], Which modes of communication do you prefer for professional interaction? (Select all that apply)   [ Text messaging (SMS)], Which modes of communication do you prefer for professional interaction? (Select all that apply)   [Email], Which modes of communication do you prefer for professional interaction? (Select all that apply)   [Video calls ], Which modes of communication do you prefer for professional interaction? (Select all that apply)   [ Social media messaging]," Which modes of communication do you prefer for professional interaction? (Select all that apply)   [Instant messaging apps (e.g., WhatsApp, Messenger,Telegram)]",Which modes of communication do you prefer personal interaction? (Select all that apply)  [Phone calls],Which modes of communication do you prefer personal interaction? (Select all that apply)  [Text messaging (SMS)],Which modes of communication do you prefer personal interaction? (Select all that apply)  [Email],Which modes of communication do you prefer personal interaction? (Select all that apply)  [Video calls],Which modes of communication do you prefer personal interaction? (Select all that apply)  [ Social media messaging],"Which modes of communication do you prefer personal interaction? (Select all that apply)  [ Instant messaging apps (e.g., WhatsApp, Messenger,Telegram)]",Do you feel overwhelmed by the number of communication tools you use? ,"How frequently do you upgrade your devices (smartphone, laptop, etc.)? ",How many hours a day do you spend using the following devices?  [Smartphone],How many hours a day do you spend using the following devices?  [Laptop],How many hours a day do you spend using the following devices?  [Smartwatch],"How many hours a day do you spend using the following devices?  [Smart home devices (e.g., Alexa, Google Home)]","How comfortable are you adopting new technologies (e.g., smart home devices, AI assistants)?(Rate from 1-5) ",Which of the following devices or technologies do you currently use?(Select all that apply)  [Smartphones],Which of the following devices or technologies do you currently use?(Select all that apply)  [Laptops/Desktops],Which of the following devices or technologies do you currently use?(Select all that apply)  [Tablets],Which of the following devices or technologies do you currently use?(Select all that apply)  [Smartwatches/Fitness Trackers],"Which of the following devices or technologies do you currently use?(Select all that apply)  [Smart Home Devices (e.g., Alexa, Google Home)]","Which of the following devices or technologies do you currently use?(Select all that apply)  [Virtual Reality (VR) Devices /	 Augmented Reality (AR) Apps]","Which of the following devices or technologies do you currently use?(Select all that apply)  [Cloud-based tools for work (Microsoft Azure, Google Cloud, etc.)]",How important is it for you that new technologies support your local language and cultural nuances? ,How do you usually learn about new technologies or apps? ,How concerned are you about the privacy of your data on social media and communication platforms?(Rate on a scale of 1-5) ,Do you share personal information on social media?  ,How much do you trust local vs. international technology companies with your data? ,"In your opinion, how accepting is your society of new technologies? ",Do you feel that social media has a positive or negative impact on your cultural identity? ,What motivates you most to adopt new technologies?(Select up to 3)  [Convenience],What motivates you most to adopt new technologies?(Select up to 3)  [Productivity],What motivates you most to adopt new technologies?(Select up to 3)  [ Social influence],What motivates you most to adopt new technologies?(Select up to 3)  [Innovation and curiosity],What motivates you most to adopt new technologies?(Select up to 3)  [Necessity for work],What motivates you most to adopt new technologies?(Select up to 3)  [Cost-effectiveness],What frustrates you the most when using social media?(Select up to 3)  [Data privacy concerns],What frustrates you the most when using social media?(Select up to 3)  [Time consumption],"What frustrates you the most when using social media?(Select up to 3)  [Negative interactions (e.g., cyberbullying)]",What frustrates you the most when using social media?(Select up to 3)  [Excessive advertisements],What frustrates you the most when using social media?(Select up to 3)  [Algorithmic content bias],What frustrates you the most when using social media?(Select up to 3)  [Platform instability],What frustrates you the most when adopting new technology?(Select up to 3)  [Complexity of use],What frustrates you the most when adopting new technology?(Select up to 3)  [High cost],What frustrates you the most when adopting new technology?(Select up to 3)  [Privacy concerns],What frustrates you the most when adopting new technology?(Select up to 3)  [Compatibility issues with other devices],What frustrates you the most when adopting new technology?(Select up to 3)  [Lack of support or documentation],What frustrates you the most when adopting new technology?(Select up to 3)  [Slow performance ],What frustrates you the most when adopting new technology?(Select up to 3)  [Not compatible with local infrastructure],user_group
Under 20,Female,High school,"Under $20,000",3 devices,1,Iran,No,No,No,Yes,No,Yes,Yes,More than 4 hours,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,Rarely,Rarely,Rarely,Several times a week,Not Important,Always,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Sometimes,When the new version is released,4,6,0,0,5 – Very comfortable,Yes,Yes,No,No,No,No,No,Extremely Important,Social Media,5 – Very concerned,Sometimes,Trust International More,Not Accepting,Neutral,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
21-30,Female,Bachelor’s degree,"Under $20,000",2 devices,3,Iran,No,No,No,Yes,Yes,No,Yes,1-2 hours,Yes,No,No,No,Yes,No,Rarely,Rarely,Weekly,Daily,Several times a week,Not Important,Always,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Sometimes,When it is necessary,4,0,0,0,2,Yes,No,No,No,No,No,Yes,Not Important,Social Media,3,Sometimes,Trust International More,Slightly Accepting,Neutral,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,1
31-40,Female,Master’s degree,"Under $20,000",3 devices,3,Iran,No,No,No,Yes,Yes,Yes,Yes,2-3 hours,No,Yes,Yes,Yes,No,No,Rarely,Rarely,Monthly,Daily,Every day,Not Important,Sometimes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,When the new version is released,2,3,1,0,5 – Very comfortable,Yes,Yes,No,Yes,No,No,No,Moderately Important,Friends/Family,5 – Very concerned,Sometimes,Trust International More,Very Accepting,Neutral,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,1
Under 20,Female,High school,"Under $20,000",2 devices,3,Iran,No,Yes,No,No,No,Yes,Yes,2-3 hours,No,Yes,Yes,No,Yes,No,Weekly,Rarely,Monthly,Monthly,Every day,Moderately Important,Sometimes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Sometimes,When it is necessary,7,4,0,0,4,Yes,Yes,No,No,No,No,No,Not Important,Friends/Family,4,No,Trust International More,Not Accepting,Positive,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,0
21-30,Female,Master’s degree,"$20,000-$40,000",2 devices,4,Iran,No,No,No,Yes,No,No,Yes,More than 4 hours,Yes,No,No,Yes,No,No,Rarely,Rarely,Daily,Daily,Every day,Moderately Important,Always,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,When the new version is released,2,1,0,0,1 – Not comfortable,Yes,No,No,No,No,No,No,Moderately Important,Social Media,1 – Not concerned,Yes,Trust Both Equally,Completely Accepting,Neutral,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,0
31-40,Female,Master’s degree,"Under $20,000",1 device,1,Iran,No,No,Yes,No,No,No,No,Less than 1 hour,No,Yes,No,No,No,No,Weekly,Rarely,Rarely,Monthly,Rarely,Not Important,Sometimes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,When it is necessary,2,1,0,0,3,Yes,No,No,No,No,No,No,Extremely Important,Social Media,3,No,Trust Neither,Slightly Accepting,Neutral,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1
21-30,Female,Bachelor’s degree,"Under $20,000",2 devices,3,Iran,Yes,No,No,No,Yes,No,Yes,More than 4 hours,Yes,Yes,Yes,No,Yes,Yes,Rarely,Rarely,Rarely,Rarely,Rarely,Not Important,Sometimes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,When the new version is released,4,2,0,0,4,Yes,Yes,No,Yes,No,No,No,Extremely Important,Friends/Family,4,Sometimes,Trust Both Equally,Completely Accepting,Neutral,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,1
31-40,Male,Master’s degree,"Under $20,000",2 devices,5,Iran,Yes,No,No,No,Yes,No,No,1-2 hours,Yes,Yes,Yes,No,No,No,Rarely,Rarely,Rarely,Rarely,Once a week,Not Important,Sometimes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,When the new version is released,1,8,0,0,5 – Very comfortable,Yes,Yes,No,No,No,No,No,Extremely Important,Tech Blogs/Websites,4,No,Trust International More,Very Accepting,Positive,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,0
31-40,Male,Master’s degree,"Under $20,000",4 or more devices,4,Iran,Yes,No,No,Yes,Yes,No,Yes,More than 4 hours,No,No,No,Yes,Yes,No,Rarely,Rarely,Rarely,Rarely,Rarely,Moderately Important,Sometimes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,When it is necessary,4,9,0,,3,Yes,Yes,Yes,Yes,No,No,Yes,Moderately Important,Online Ads,5 – Very concerned,No,Trust Neither,Very Accepting,Neutral,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,0
31-40,Female,Bachelor’s degree,"Under $20,000",1 device,4,Iran,No,No,No,Yes,Yes,No,No,2-3 hours,No,No,Yes,No,Yes,No,Rarely,Rarely,Rarely,Rarely,Every day,Not Important,Sometimes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,When it is necessary,8,0,0,0,5 – Very comfortable,Yes,Yes,No,No,No,No,No,Not Important,In-store Promotions,3,Sometimes,Trust Neither,Very Accepting,Strongly Positive,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,0
21-30,Female,Master’s degree,"Under $20,000",2 devices,3,Iran,Yes,No,No,No,Yes,No,Yes,Less than 1 hour,Yes,No,Yes,No,Yes,No,Rarely,Rarely,Rarely,Rarely,Rarely,Not Important,Sometimes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,When the new version is released,4,5,0,0,4,Yes,Yes,No,No,No,No,Yes,Moderately Important,Tech Blogs/Websites,4,No,Trust International More,Slightly Accepting,Negative,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,1
Above 40,Male,High school,"Under $20,000",3 devices,4,Iran,Yes,Yes,No,Yes,Yes,No,Yes,1-2 hours,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,Rarely,Monthly,Rarely,Every day,Not Important,Sometimes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Sometimes,When it is necessary,2,2,1,0,4,Yes,Yes,No,Yes,No,No,Yes,Moderately Important,Social Media,3,Sometimes,Trust International More,Very Accepting,Positive,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,0
31-40,Female,Bachelor’s degree,"Under $20,000",3 devices,3,Iran,Yes,No,No,Yes,No,No,Yes,1-2 hours,Yes,No,Yes,Yes,No,No,Rarely,Daily,Daily,Weekly,Every day,Not Important,Sometimes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,When it is necessary,2,0,0.5,0,5 – Very comfortable,Yes,No,No,No,No,No,No,Extremely Important,Social Media,4,Sometimes,Trust International More,Slightly Accepting,Neutral,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,1
31-40,Female,Bachelor’s degree,"$20,000-$40,000",3 devices,3,Iran,No,No,No,Yes,Yes,No,No,2-3 hours,No,Yes,Yes,No,Yes,No,Rarely,Rarely,Monthly,Monthly,Several times a week,Moderately Important,Sometimes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Sometimes,When it is necessary,1,1,0.5,1,2,Yes,Yes,No,No,No,No,No,Moderately Important,Social Media,3,Sometimes,Trust International More,Very Accepting,Neutral,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,1
31-40,Female,Bachelor’s degree,"Under $20,000",1 device,3,Iran,No,No,No,Yes,No,No,No,More than 4 hours,No,No,No,No,Yes,No,Rarely,Rarely,Monthly,Daily,Every day,Not Important,Sometimes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Sometimes,When it is necessary,5,1,0,0,2,Yes,Yes,No,No,No,No,No,Moderately Important,Social Media,5 – Very concerned,Sometimes,Trust International More,Very Accepting,Positive,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,0
Above 40,Female,Master’s degree,"Under $20,000",1 device,3,Iran,No,No,No,Yes,Yes,No,No,2-3 hours,No,Yes,Yes,Yes,Yes,Yes,Rarely,Rarely,Rarely,Daily,Every day,Not Important,Always,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,When it is necessary,2,0,0,0,1 – Not comfortable,No,Yes,No,No,No,No,No,Moderately Important,Friends/Family,5 – Very concerned,Sometimes,Trust Both Equally,Slightly Accepting,Negative,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,1
Above 40,Female,Master’s degree,"Under $20,000",2 devices,3,Iran,Yes,Yes,No,Yes,Yes,No,No,More than 4 hours,Yes,No,No,Yes,No,Yes,Rarely,Rarely,Daily,Daily,Every day,Not Important,Sometimes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,When it is necessary,5,4,1,0,5 – Very comfortable,Yes,Yes,Yes,Yes,No,No,No,Moderately Important,Social Media,4,Sometimes,Trust Neither,Very Accepting,Negative,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,1
31-40,Female,Bachelor’s degree,"$20,000-$40,000",2 devices,1,Iran,No,No,No,Yes,Yes,No,No,More than 4 hours,No,Yes,Yes,No,Yes,Yes,Rarely,Weekly,Daily,Daily,Every day,Moderately Important,Sometimes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Sometimes,When it is necessary,1,1,0,1,2,No,Yes,No,No,Yes,No,No,Moderately Important,Social Media,2,Yes,Trust Local More,Slightly Accepting,Neutral,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,1
